Layer Number,client_conv_time,client_2_server_tx_time,server_conv_time,server_2_client_tx_time,layer_type
1,0.11149239540100098,3.5510413646698,0.3101687431335449,0.03151369094848633,"Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
2,0.12047219276428223,3.5992202758789062,0.2972700595855713,0.03479933738708496,"BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)"
3,0.14410066604614258,1.8287367820739746,0.29882097244262695,0.039009809494018555,ReLU(inplace=True)
4,0.2109386920928955,3.5325677394866943,0.29425048828125,0.03184008598327637,"Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
5,0.14891719818115234,3.4944708347320557,0.2977893352508545,0.04125094413757324,"BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)"
6,0.18335223197937012,2.2604010105133057,0.2970266342163086,0.0339045524597168,ReLU(inplace=True)
7,0.09007096290588379,0.6331119537353516,0.1752920150756836,0.00963902473449707,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
8,0.15230274200439453,1.8743314743041992,0.18520331382751465,0.019014835357666016,"Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
9,0.12923550605773926,1.8640177249908447,0.1918497085571289,0.0177915096282959,"BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)"
10,0.13282418251037598,0.9707832336425781,0.18290185928344727,0.018289804458618164,ReLU(inplace=True)
11,0.1666104793548584,1.7448029518127441,0.16655683517456055,0.01853013038635254,"Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
12,0.13984227180480957,1.7810003757476807,0.16839885711669922,0.020203351974487305,"BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)"
13,0.13645553588867188,1.2871503829956055,0.1731891632080078,0.017609834671020508,ReLU(inplace=True)
14,0.09555649757385254,0.35222434997558594,0.1409902572631836,0.008815288543701172,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
15,0.13112282752990723,0.8959894180297852,0.13334012031555176,0.009033203125,"Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
16,0.12967276573181152,0.8825161457061768,0.13061857223510742,0.008296012878417969,"BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)"
17,0.1369767189025879,0.48734474182128906,0.12744879722595215,0.00968480110168457,ReLU(inplace=True)
18,0.17151141166687012,0.879704475402832,0.11922430992126465,0.009474992752075195,"Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
19,0.14975190162658691,0.9050383567810059,0.11468243598937988,0.008588075637817383,"BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)"
