Layer Number,client_conv_time,client_2_server_tx_time,server_conv_time,server_2_client_tx_time,layer_type
1,0.11280536651611328,3.6755008697509766,0.3267686367034912,0.031108617782592773,"Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
2,0.1317739486694336,3.8736884593963623,0.3073239326477051,0.03732919692993164,"BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)"
3,0.14222478866577148,1.8689818382263184,0.29906749725341797,0.03108048439025879,ReLU(inplace=True)
4,0.2087857723236084,3.60711932182312,0.27585721015930176,0.033663034439086914,"Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
5,0.15309548377990723,3.630207061767578,0.2828216552734375,0.034604787826538086,"BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)"
6,0.16462159156799316,2.3216214179992676,0.3561232089996338,0.04716348648071289,ReLU(inplace=True)
7,0.10806798934936523,0.76930832862854,0.1753838062286377,0.009902715682983398,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
8,0.13636422157287598,1.8777382373809814,0.20354676246643066,0.017115354537963867,"Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
9,0.1184840202331543,1.7970075607299805,0.18531250953674316,0.021417617797851562,"BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)"
10,0.12253618240356445,0.9417152404785156,0.19097638130187988,0.019454002380371094,ReLU(inplace=True)
11,0.16986417770385742,1.732513427734375,0.17305612564086914,0.019010066986083984,"Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
12,0.14263272285461426,1.7535545825958252,0.1977708339691162,0.017522335052490234,"BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)"
13,0.13881778717041016,1.006826639175415,0.17573165893554688,0.019596099853515625,ReLU(inplace=True)
14,0.1000058650970459,0.3462059497833252,0.11387300491333008,0.006514310836791992,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
15,0.12539148330688477,0.9086649417877197,0.13369035720825195,0.008449792861938477,"Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
