Layer Number,client_conv_time,client_2_server_tx_time,server_conv_time,server_2_client_tx_time,layer_type
1,0.12354159355163574,3.471970558166504,0.38570427894592285,0.04475712776184082,"Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
2,0.15268874168395996,2.6068174839019775,0.3574817180633545,0.03456258773803711,ReLU(inplace=True)
3,0.1720139980316162,3.7024827003479004,0.31224703788757324,0.03454327583312988,"Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
4,0.23358511924743652,2.3330795764923096,0.30588269233703613,0.03471994400024414,ReLU(inplace=True)
5,0.0980067253112793,0.6918411254882812,0.19012451171875,0.011802434921264648,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
6,0.12123274803161621,1.8599867820739746,0.25866270065307617,0.015592336654663086,"Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
7,0.127791166305542,1.1026217937469482,0.2514073848724365,0.016620874404907227,ReLU(inplace=True)
8,0.13936710357666016,2.0896213054656982,0.23828530311584473,0.01698160171508789,"Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
9,0.1276698112487793,0.9370276927947998,0.23504161834716797,0.01729559898376465,ReLU(inplace=True)
10,0.09901976585388184,0.33547377586364746,0.1527724266052246,0.009157180786132812,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
11,0.15708398818969727,0.8694686889648438,0.16810011863708496,0.008921146392822266,"Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
12,0.10786581039428711,0.44513511657714844,0.19088506698608398,0.011978387832641602,ReLU(inplace=True)
13,0.14941644668579102,0.8467025756835938,0.14424562454223633,0.01150822639465332,"Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
14,0.13409948348999023,0.4569544792175293,0.14594554901123047,0.011294841766357422,ReLU(inplace=True)
15,0.13747406005859375,0.8773617744445801,0.1320207118988037,0.009310007095336914,"Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
16,0.15680384635925293,0.36527037620544434,0.12813544273376465,0.010745763778686523,ReLU(inplace=True)
17,0.11919999122619629,0.12684059143066406,0.10788273811340332,0.003265857696533203,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
18,0.1404578685760498,0.4324479103088379,0.10855531692504883,0.0063762664794921875,"Conv2d(256, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
19,0.17068982124328613,0.19253230094909668,0.11176705360412598,0.005203962326049805,ReLU(inplace=True)
20,0.18643975257873535,0.47645139694213867,0.09625935554504395,0.005484580993652344,"Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
21,0.15068578720092773,0.18342280387878418,0.09340834617614746,0.006634950637817383,ReLU(inplace=True)
22,0.15722084045410156,0.43552422523498535,0.0882573127746582,0.006868124008178711,"Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
23,0.15847039222717285,0.15975666046142578,0.08739471435546875,0.006108522415161133,ReLU(inplace=True)
24,0.15562200546264648,0.06271219253540039,0.07180571556091309,0.004386425018310547,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
25,0.20272088050842285,0.11571121215820312,0.06202435493469238,0.0025222301483154297,"Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
26,0.17721796035766602,0.05112791061401367,0.05822563171386719,0.002942323684692383,ReLU(inplace=True)
27,0.162766695022583,0.12911057472229004,0.06601119041442871,0.003361225128173828,"Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
28,0.18798470497131348,0.053603172302246094,0.0524752140045166,0.0026111602783203125,ReLU(inplace=True)
29,0.18511223793029785,0.1310567855834961,0.04560136795043945,0.0027649402618408203,"Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
30,0.2041335105895996,0.04993271827697754,0.05550193786621094,0.0032203197479248047,ReLU(inplace=True)
31,0.19728422164916992,0.022104740142822266,0.04763603210449219,0.0016741752624511719,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
32,0.22764825820922852,0.01770639419555664,0.044623613357543945,0.0015788078308105469,"AdaptiveAvgPool2d(output_size=(7, 7))"
33,0.24710464477539062,0.006682157516479492,0.006882190704345703,0.001470804214477539,"Linear(in_features=25088, out_features=4096, bias=True)"
34,0.23015189170837402,0.003886699676513672,0.006542682647705078,0.0019130706787109375,ReLU(inplace=True)
35,0.18949389457702637,0.004282236099243164,0.012420654296875,0.0013303756713867188,"Dropout(p=0.5, inplace=False)"
36,0.25470781326293945,0.008827924728393555,0.002384662628173828,0.0013301372528076172,"Linear(in_features=4096, out_features=4096, bias=True)"
37,0.27387261390686035,0.003853321075439453,0.0020172595977783203,0.0010921955108642578,ReLU(inplace=True)
38,0.2614860534667969,0.0036771297454833984,0.002185821533203125,0.0012309551239013672,"Dropout(p=0.5, inplace=False)"
