Layer Number,client_conv_time,client_2_server_tx_time,server_conv_time,server_2_client_tx_time,layer_type
1,0.11293792724609375,3.171600580215454,0.3315720558166504,0.03214907646179199,"Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
2,0.10869765281677246,2.4571146965026855,0.3601720333099365,0.03422665596008301,ReLU(inplace=True)
3,0.1440587043762207,3.3225314617156982,0.3324103355407715,0.032949209213256836,"Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
4,0.22576642036437988,1.9432241916656494,0.34970593452453613,0.03749370574951172,ReLU(inplace=True)
5,0.08953666687011719,0.6326596736907959,0.24002695083618164,0.01005697250366211,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
6,0.1270456314086914,1.748349666595459,0.24852609634399414,0.016278982162475586,"Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
7,0.12516522407531738,1.082655668258667,0.2480771541595459,0.01598381996154785,ReLU(inplace=True)
8,0.1299114227294922,1.7460272312164307,0.260051965713501,0.016322612762451172,"Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
9,0.12867450714111328,0.9101688861846924,0.24511981010437012,0.01971125602722168,ReLU(inplace=True)
10,0.10683774948120117,0.3934204578399658,0.23098015785217285,0.007963895797729492,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
11,0.19261574745178223,0.9081563949584961,0.25811266899108887,0.015062093734741211,"Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
12,0.1566615104675293,0.4768650531768799,0.23565363883972168,0.015094518661499023,ReLU(inplace=True)
13,0.1762104034423828,0.9185066223144531,0.21012473106384277,0.011800050735473633,"Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
14,0.15674090385437012,0.48734402656555176,0.2042841911315918,0.012887001037597656,ReLU(inplace=True)
15,0.18684720993041992,0.8816442489624023,0.16542720794677734,0.011621475219726562,"Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
16,0.16625523567199707,0.4569094181060791,0.17653250694274902,0.009236335754394531,ReLU(inplace=True)
17,0.19168806076049805,0.8680076599121094,0.17386341094970703,0.009171724319458008,"Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
18,0.17861127853393555,0.3931868076324463,0.16417956352233887,0.009473323822021484,ReLU(inplace=True)
19,0.18019628524780273,0.1327075958251953,0.1323866844177246,0.004111528396606445,"MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)"
20,0.1935107707977295,0.46201086044311523,0.13227248191833496,0.005853414535522461,"Conv2d(256, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))"
21,0.1439685821533203,0.2272036075592041,0.1277637481689453,0.00628662109375,ReLU(inplace=True)
